Product,City,Allocated_Quantity
Granola bars,Düsseldorf,0.0
Bootcut jeans,Barrie,0.0
Poetry,Glasgow,0.0
Quilt,Colorado Springs,0.0
On-ear headphones,Halifax,0.0
Cranberry juice,London,0.0
Boots,Nashville,0.0
Coffee table,Brisbane,0.0
Asus ZenPad,Winnipeg,0.0
Caulking gun,Sacramento,0.0
Thriller,Oklahoma City,0.0
Chandeliers,Nashville,0.0
In-ear headphones,Sydney,0.0
Saw,Oklahoma City,0.0
Scoop neck tee,Saskatoon,0.0
Vases,Indianapolis,0.0
LCD TV,Phoenix,0.0
High heels,Newcastle,0.0
Espadrilles,Regina,0.0
Contemporary literature,Brighton,0.0
Legal thriller,Münster,0.0
Fit and flare dress,Oshawa,0.0
Dell XPS,Duisburg,0.0
Sheath dress,Bristol,0.0
Acer Iconia Tab,Las Vegas,0.0
Bookshelf,Dortmund,0.0
Coconut water,Chicago,0.0
On-ear headphones,Albuquerque,0.0
Tank top,Dortmund,0.0
Wardrobe,Regina,0.0
Board shorts,Sydney,0.0
Essays,Ballarat,0.0
Nuts,Townsville,0.0
Legal thriller,Manchester,0.0
Bed,Duisburg,0.0
Plasma TV,El Paso,0.0
Hammer,Chicago,0.0
Dell XPS,Ballarat,0.0
Psychological thriller,Bonn,0.0
Americano,Southampton,0.0
Dress shirt,Mackay,0.0
Floor lamps,Townsville,0.0
Raglan tee,Victoria,0.0
Asus ZenPad,Brisbane,0.0
Mirrors,Victoria,0.0
Cropped jeans,Dresden,0.0
Beef jerky,Regina,0.0
Bomber jacket,Austin,0.0
Historical fiction,Stuttgart,0.0
Espresso,Regina,0.0
Popcorn,Los Angeles,0.0
Screwdriver set,Toronto,0.0
Horror,Philadelphia,0.0
Dresser,Launceston,0.0
Chocolate mousse,Calgary,0.0
Detective,Montreal,0.0
Toilet paper holder,Dallas,0.0
Drill,Brisbane,0.0
Short stories,Toronto,0.0
Dishwasher,Düsseldorf,0.0
Science fiction,Raleigh,0.0
T-shirt,Saskatoon,0.0
LCD TV,Mackay,0.0
Mirror,Memphis,0.0
Granola bars,Atlanta,0.0
Grapefruit juice,Albury-Wodonga,0.0
Soap dispenser,Seattle,0.0
Fit and flare dress,Nuremberg,0.0
Saw,Brisbane,0.0
Health,Oshawa,0.0
Sundress,Charlotte,0.0
Espadrilles,Quebec City,0.0
LG G,Minneapolis,0.0
Cargo shorts,Chicago,0.0
White chocolate,Hamburg,0.0
Cranberry juice,Glasgow,0.0
Wide-leg jeans,Sheffield,0.0
Huawei MediaPad,Hamburg,0.0
Toilet,Oklahoma City,0.0
V-neck tee,,0.0
Desk,Geelong,0.0
Psychological thriller,Leicester,0.0
Puzzles,San Jose,0.0
Gaming headphones,Washington,0.0
Psychological thriller,Ottawa,0.0
Latte,St. John's,0.0
Flip flops,Barrie,0.0
Crew neck tee,Detroit,0.0
4K TV,Nottingham,0.0
Studio headphones,Leipzig,0.0
Rugs,Tulsa,0.0
Studio headphones,Belfast,0.0
Samsung Notebook,Tulsa,0.0
Purified water,Quebec City,0.0
Skorts,Düsseldorf,0.0
Wall art,Windsor,0.0
White chocolate,Hanover,0.0
In-ear headphones,Bremen,0.0
Pineapple juice,Townsville,0.0
Chandeliers,El Paso,0.0
Romance,Denver,0.0
Bottled water,Kansas City,0.0
Wireless headphones,Washington,0.0
Mixed fruit juice,Tulsa,0.0
Fit and flare dress,Albury-Wodonga,0.0
Nightstand,San Antonio,0.0
Trail mix,Glasgow,0.0
Varsity jacket,Hanover,0.0
Microsoft Surface Laptop,Manchester,0.0
Business,Newcastle,0.0
Coconut water,Berlin,0.0
Science,Gold Coast,0.0
Long-sleeve tee,Dresden,0.0
Picture frames,Austin,0.0
Coconut water,Gold Coast,0.0
Under cabinet lighting,Glasgow,0.0
Low-rise jeans,Kansas City,0.0
OLED TV,Tucson,0.0
Cranberry juice,Tulsa,0.0
Classic literature,Austin,0.0
Over-ear headphones,Gold Coast,0.0
Grape soda,Bendigo,0.0
Table lamps,Dallas,0.0
Button-down shirt,Bochum,0.0
HP Spectre,Bielefeld,0.0
Board shorts,Launceston,0.0
Dresser,Stuttgart,0.0
Stove,Sydney,0.0
Over-ear headphones,Plymouth,0.0
Hammer,Kansas City,0.0
QLED TV,Dallas,0.0
Building blocks,Ottawa,0.0
HDR TV,Duisburg,0.0
Spring water,Memphis,0.0
Off-the-shoulder tee,Hamilton,0.0
Fantasy,Newcastle,0.0
Sports headphones,Munich,0.0
Nokia,Louisville,0.0
Under cabinet lighting,Mesa,0.0
Thriller,Wollongong,0.0
Samsung Notebook,Sydney,0.0
Grapefruit juice,Bielefeld,0.0
Romance,Austin,0.0
Windbreaker,Barrie,0.0
Puzzles,Indianapolis,0.0
Henley tee,Hamburg,0.0
Crime,Liverpool,0.0
Loafers,Duisburg,0.0
Sandals,Leicester,0.0
Grape juice,Los Angeles,0.0
Games,Atlanta,0.0
Curved TV,Leicester,0.0
OLED TV,Jacksonville,0.0
Noise-cancelling headphones,Bonn,0.0
Rugs,Berlin,0.0
4K TV,Newcastle,0.0
Nightstand,Cardiff,0.0
Skinny jeans,Portland,0.0
Crew neck tee,Bremen,0.0
Espadrilles,Milwaukee,0.0
Latte,Leicester,0.0
Chips,Perth,0.0
Bed sheet set,Colorado Springs,0.0
Essays,Nottingham,0.0
Microsoft Surface,Edinburgh,0.0
Spring water,Hamburg,0.0
Blazer,Dortmund,0.0
Science fiction,Las Vegas,0.0
Flannel shirt,Regina,0.0
Toilet paper holder,Wollongong,0.0
Drill,Ottawa,0.0
Health,Victoria,0.0
White chocolate,London,0.0
Techno-thriller,Leipzig,0.0
Orange juice,Townsville,0.0
Track lighting,Nottingham,0.0
Cooking,Saskatoon,0.0
V-neck tee,Kitchener,0.0
Games,Southampton,0.0
White chocolate,Omaha,0.0
Wrap dress,Liverpool,0.0
Dark chocolate,Hamburg,0.0
Instant coffee,Sacramento,0.0
Tank top,Newcastle upon Tyne,0.0
Contemporary literature,Phoenix,0.0
Leather jacket,Brisbane,0.0
Flannel shirt,Oklahoma City,0.0
T-shirt,Leeds,0.0
Candles,Darwin,0.0
Cargo shorts,Tulsa,0.0
On-ear headphones,Edinburgh,0.0
Low-rise jeans,Wichita,0.0
Recessed lighting,Darwin,0.0
Alkaline water,Oakland,0.0
Wrench,Boston,0.0
Sheath dress,Oklahoma City,0.0
Tape measure,New Orleans,0.0
LED TV,Phoenix,0.0
Sundress,Bielefeld,0.0
Grape juice,Houston,0.0
Desk,Melbourne,0.0
Straight-leg jeans,Edmonton,0.0
Grape juice,Atlanta,0.0
Chocolate bars,Hull,0.0
Off-the-shoulder tee,Leicester,0.0
Huawei MediaPad,Geelong,0.0
Bootcut jeans,Colorado Springs,0.0
Shower,Phoenix,0.0
Noise-cancelling headphones,Kelowna,0.0
Coffee maker,Edmonton,0.0
Track lighting,Calgary,0.0
Tomato juice,Southampton,0.0
Espresso,London,0.0
Sony Xperia Tablet,Southampton,0.0
Decorative pillows,St. John's,0.0
Grape soda,Brighton,0.0
Decorative pillows,Oklahoma City,0.0
Khaki shorts,Darwin,0.0
Flannel shirt,Barrie,0.0
Sink,Bremen,0.0
Smart TV,Duisburg,0.0
Skorts,Geelong,0.0
Classic literature,Albury-Wodonga,0.0
Boots,Brisbane,0.0
TV stand,Las Vegas,0.0
Samsung Galaxy Tab,Hobart,0.0
Shift dress,Bremen,0.0
Rugs,Halifax,0.0
Towel rack,Barrie,0.0
Adventure,Nuremberg,0.0
Artesian water,Virginia Beach,0.0
Hoodie,Darwin,0.0
Bodycon dress,Houston,0.0
4K TV,Hamilton,0.0
Business,Munich,0.0
Bed skirt,Memphis,0.0
Mystery,Fresno,0.0
TV stand,Munich,0.0
Desk lamps,Duisburg,0.0
Ceiling lights,Oxford,0.0
Raglan tee,Albuquerque,0.0
Gaming headphones,Bochum,0.0
Contemporary literature,Detroit,0.0
Samsung Galaxy Tab,Duisburg,0.0
Espadrilles,Kelowna,0.0
Iced tea,Southampton,0.0
Grape soda,Miami,0.0
Lenovo Tab,Düsseldorf,0.0
Sparkling water,Münster,0.0
LED TV,Munich,0.0
Blazer,Düsseldorf,0.0
Hoodie,Munich,0.0
iPad,Kelowna,0.0
Wardrobe,Brighton,0.0
Button-down shirt,Albuquerque,0.0
Mirrors,Melbourne,0.0
Tape measure,Oxford,0.0
Sundress,Quebec City,0.0
OnePlus,Cologne,0.0
Razer Blade,Wollongong,0.0
Bomber jacket,Boston,0.0
Boyfriend jeans,San Francisco,0.0
Wireless headphones,Arlington,0.0
Legal thriller,Regina,0.0
Iced tea,Louisville,0.0
Curtains,Townsville,0.0
Button-down shirt,Columbus,0.0
Duvet cover,Barrie,0.0
Button-down shirt,Dresden,0.0
Utility knife,Phoenix,0.0
Quilt,Canberra,0.0
Flavored water,Montreal,0.0
Candles,Edmonton,0.0
Loafers,Chicago,0.0
Decorative pillows,Philadelphia,0.0
Skorts,Brighton,0.0
Trail mix,Jacksonville,0.0
Cocktail dress,Chicago,0.0
Vases,Hull,0.0
Denim jacket,Newcastle,0.0
Chocolate mousse,Bremen,0.0
Wide-leg jeans,Ottawa,0.0
High-waisted jeans,Albury-Wodonga,0.0
Loafers,Gold Coast,0.0
Hammer,Boston,0.0
Puzzles,Boston,0.0
Dress shirt,Stuttgart,0.0
Clothing,Birmingham,0.0
Utility knife,Austin,0.0
Blouse,Hanover,0.0
Grapefruit juice,Adelaide,0.0
Action,Launceston,0.0
Tank top,Brighton,0.0
Romance,Vancouver,0.0
HP Spectre,Cologne,0.0
Floor lamps,Gold Coast,0.0
Dishwasher,Hull,0.0
Suspense,Hanover,0.0
Bed sheet set,Nottingham,0.0
Dystopian,Cologne,0.0
Spring water,Victoria,0.0
Xiaomi Mi,Seattle,0.0
Mocha,Saskatoon,0.0
Chocolate bars,Portland,0.0
Clocks,Plymouth,0.0
Bed skirt,Barrie,0.0
Flare jeans,Brisbane,0.0
Latte,Nashville,0.0
Fruit punch,Launceston,0.0
Razer Blade,Kitchener,0.0
Sandals,Fresno,0.0
Games,Virginia Beach,0.0
Razer Blade,Mackay,0.0
Razer Blade,Birmingham,0.0
Dresser,Arlington,0.0
Picture frames,Hamburg,0.0
Wrench,Denver,0.0
Hammer,Ottawa,0.0
Trail mix,Sheffield,0.0
Games,Berlin,0.0
Mirrors,Launceston,0.0
Instant coffee,Regina,0.0
Lenovo ThinkPad,Duisburg,0.0
Lemon-lime soda,Oakland,0.0
Studio headphones,Ottawa,0.0
Button-down shirt,Bremen,0.0
Puffer jacket,Dallas,0.0
Lenovo Tab,Miami,0.0
OnePlus,San Jose,0.0
Motorola Moto,Birmingham,0.0
Flannel shirt,Hull,0.0
Short stories,El Paso,0.0
Caulking gun,Bielefeld,0.0
Hammer,San Diego,0.0
Biography,Edmonton,0.0
Macchiato,Bendigo,0.0
Throw pillow,Kelowna,0.0
Coffee table,Adelaide,0.0
LG G,Kansas City,0.0
Desk,Bristol,0.0
Refrigerator,Sacramento,0.0
Plush toys,Cleveland,0.0
Political thriller,Toowoomba,0.0
Denim shorts,Albury-Wodonga,0.0
Henley tee,Dresden,0.0
Studio headphones,Plymouth,0.0
Loafers,Los Angeles,0.0
Blanket,Hamburg,0.0
Dell XPS,Sydney,0.0
Chips,Miami,0.0
Toaster,Boston,0.0
LG G,Newcastle,0.0
Grape juice,Hamilton,0.0
Chandeliers,Stuttgart,0.0
Sony Xperia Tablet,Bristol,0.0
Mystery,Mesa,0.0
Macchiato,Brisbane,0.0
HDR TV,Bendigo,0.0
iPhone,Mesa,0.0
Sony Xperia Tablet,,0.0
Trail mix,Baltimore,0.0
Sports equipment,Columbus,0.0
Electric kettle,Minneapolis,0.0
Vases,Halifax,0.0
Sony Xperia,Memphis,0.0
Desk lamps,Oxford,0.0
Self-help,Duisburg,0.0
Trail mix,Ballarat,0.0
Coffee beans,Houston,0.0
Crew neck tee,Albuquerque,0.0
Cranberry juice,San Jose,0.0
Mirror,Launceston,0.0
Bootcut jeans,Adelaide,0.0
Xiaomi Mi,Halifax,0.0
Literary fiction,Albuquerque,0.0
Games,Sheffield,0.0
Legal thriller,Oshawa,0.0
Sports equipment,Colorado Springs,0.0
Coffee table,Chicago,0.0
Flannel shirt,New Orleans,0.0
Gaming headphones,Boston,0.0
Wall art,Miami,0.0
Crime,Melbourne,0.0
Anthologies,Munich,0.0
Fit and flare dress,Gold Coast,0.0
Modern literature,Wichita,0.0
Health,Austin,0.0
Decorative pillows,Toowoomba,0.0
Spring water,Cologne,0.0
Coffee maker,Wichita,0.0
Picture frames,Gold Coast,0.0
Lenovo Tab,Canberra,0.0
Toaster,Glasgow,0.0
Espresso,Barrie,0.0
Truffles,Windsor,0.0
Ginger ale,Ballarat,0.0
Noise-cancelling headphones,San Jose,0.0
Classic literature,Hanover,0.0
Hoodie,Regina,0.0
Iced tea,Townsville,0.0
Ceiling lights,Hamburg,0.0
Slippers,Nottingham,0.0
Literary fiction,Detroit,0.0
Espadrilles,Minneapolis,0.0
iPad,San Diego,0.0
Chocolate bars,Nashville,0.0
Cheese snacks,Louisville,0.0
Off-the-shoulder tee,Barrie,0.0
Mirror,Newcastle upon Tyne,0.0
Graphic tee,Fresno,0.0
Khaki shorts,Manchester,0.0
Bathtub,Philadelphia,0.0
Motorola Moto,Cologne,0.0
Under cabinet lighting,Plymouth,0.0
Leather jacket,Quebec City,0.0
Art supplies,Baltimore,0.0
Root beer,Long Beach,0.0
Leather jacket,Cologne,0.0
Microsoft Surface Laptop,Charlotte,0.0
Toilet,Oakland,0.0
LG G,Regina,0.0
White chocolate,Bristol,0.0
Razer Blade,Duisburg,0.0
Ginger ale,Perth,0.0
Dresser,St. John's,0.0
Polo shirt,Glasgow,0.0
Wrench,Oklahoma City,0.0
OnePlus,Arlington,0.0
Cocktail dress,El Paso,0.0
Samsung Galaxy,El Paso,0.0
Asus ZenBook,Duisburg,0.0
Curtains,Geelong,0.0
Under cabinet lighting,Detroit,0.0
Cappuccino,Belfast,0.0
Artesian water,Leicester,0.0
Boyfriend jeans,Stuttgart,0.0
Bed sheet set,Hamburg,0.0
Fantasy,Portland,0.0
Blender,Adelaide,0.0
Grape juice,Nottingham,0.0
Spring water,Sydney,0.0
Techno-thriller,Munich,0.0
Bluetooth headphones,Albury-Wodonga,0.0
Bottled water,Denver,0.0
QLED TV,Albury-Wodonga,0.0
Sports headphones,Gold Coast,0.0
Affogato,Detroit,0.0
Dell XPS,Wuppertal,0.0
Dark chocolate,Perth,0.0
Games,Mesa,0.0
Bluetooth headphones,Sydney,0.0
Toothbrush holder,Bendigo,0.0
Samsung Notebook,Oakland,0.0
Desk lamps,Winnipeg,0.0
Classic literature,Washington,0.0
Ceiling lights,Toronto,0.0
Sweatshirt,Montreal,0.0
Wrap dress,Portland,0.0
Toys,Chicago,0.0
Wrap dress,Quebec City,0.0
Sheath dress,Ottawa,0.0
Electric kettle,Sheffield,0.0
Picture frames,Baltimore,0.0
Dell XPS,Kitchener,0.0
Pineapple juice,Long Beach,0.0
Sony Xperia Tablet,New York,0.0
LCD TV,Detroit,0.0
LG G,Plymouth,0.0
Blanket,Toowoomba,0.0
Purified water,Fresno,0.0
Vases,Sacramento,0.0
Sony Xperia,Oklahoma City,0.0
Lenovo ThinkPad,Dresden,0.0
Desk lamps,Bristol,0.0
Action,Tulsa,0.0
Mixed fruit juice,Mesa,0.0
White chocolate,Glasgow,0.0
Mirrors,Oxford,0.0
Distilled water,Bochum,0.0
Memoir,Houston,0.0
Nightstand,Long Beach,0.0
Chocolate bars,Hamilton,0.0
Henley tee,Ottawa,0.0
Sandals,Launceston,0.0
Wall art,Houston,0.0
Cream soda,New York,0.0
White chocolate,Cologne,0.0
Fantasy,Newcastle upon Tyne,0.0
Table lamps,Dortmund,0.0
Drama,Wuppertal,0.0
Level,Chicago,0.0
Science fiction,Wollongong,0.0
Chocolate cookies,Quebec City,0.0
Alkaline water,Essen,0.0
Dell XPS,San Diego,0.0
Chocolate cookies,Sheffield,0.0
Chino shorts,Hanover,0.0
Suspense,Manchester,0.0
Huawei MediaPad,Louisville,0.0
Orange juice,Leipzig,0.0
Crop top,Essen,0.0
Distressed jeans,Nottingham,0.0
Rugs,San Francisco,0.0
Cropped jeans,Cairns,0.0
Fantasy,Bristol,0.0
Grape juice,Berlin,0.0
DJ headphones,Hull,0.0
Dystopian,Portland,0.0
Plain tee,Newcastle upon Tyne,0.0
Mango juice,Long Beach,0.0
Sony Xperia Tablet,San Diego,0.0
Track lighting,Toowoomba,0.0
Distressed jeans,Sheffield,0.0
Sweatshirt,Indianapolis,0.0
Table lamps,Edmonton,0.0
Maxi dress,Glasgow,0.0
Fruit punch,Bendigo,0.0
Maxi dress,Southampton,0.0
iPhone,Albury-Wodonga,0.0
Sneakers,London,0.0
LCD TV,St. John's,0.0
Coffee table,San Francisco,0.0
Floor lamps,Darwin,0.0
Plasma TV,Toowoomba,0.0
Clocks,Hobart,0.0
Tape measure,Stuttgart,0.0
MacBook,St. John's,0.0
Refrigerator,Phoenix,0.0
Apple juice,Las Vegas,0.0
Loafers,Ottawa,0.0
Raglan tee,Houston,0.0
Shower curtain,Melbourne,0.0
Quilt,Columbus,0.0
Saw,Sheffield,0.0
Pendant lights,Glasgow,0.0
Razer Blade,St. John's,0.0
MacBook,Dallas,0.0
Ground coffee,Victoria,0.0
Table lamps,Bremen,0.0
Microwave,Fresno,0.0
LG G,Quebec City,0.0
Board shorts,Wuppertal,0.0
Nokia,San Jose,0.0
Adventure,Kansas City,0.0
Granola bars,Sheffield,0.0
Flannel shirt,Calgary,0.0
Cooking,Halifax,0.0
Short stories,Wollongong,0.0
Instant coffee,Omaha,0.0
Beef jerky,Oxford,0.0
Amazon Fire Tablet,Newcastle upon Tyne,0.0
Business,Baltimore,0.0
Ginger ale,Miami,0.0
Toys,Manchester,0.0
Khaki shorts,Toronto,0.0
Puffer jacket,Hull,0.0
Loafers,Wichita,0.0
Mirror,Oshawa,0.0
Saw,Launceston,0.0
Microsoft Surface Laptop,Newcastle,0.0
Toothbrush holder,Oshawa,0.0
Sofa,Newcastle upon Tyne,0.0
T-shirt,Wollongong,0.0
Sundress,Birmingham,0.0
Pineapple juice,Geelong,0.0
Blouse,Munich,0.0
Artesian water,Edinburgh,0.0
Plush toys,Charlotte,0.0
Crime,San Jose,0.0
Clocks,Dallas,0.0
Acer Iconia Tab,Launceston,0.0
Educational kits,Ballarat,0.0
Acer Swift,Dresden,0.0
Bomber jacket,Brighton,0.0
White chocolate,Düsseldorf,0.0
Over-ear headphones,London,0.0
Pliers,Darwin,0.0
Flavored water,Glasgow,0.0
Memoir,Bochum,0.0
V-neck tee,Hobart,0.0
OLED TV,Sheffield,0.0
Dust ruffle,Saskatoon,0.0
Oxfords,Barrie,0.0
Maxi dress,Toronto,0.0
Macchiato,Bielefeld,0.0
Bodycon dress,Adelaide,0.0
Vases,Glasgow,0.0
Pomegranate juice,Mackay,0.0
HP Spectre,Colorado Springs,0.0
Wrap dress,Southampton,0.0
Trench coat,Calgary,0.0
Flip flops,Louisville,0.0
Peacoat,Detroit,0.0
Root beer,Toronto,0.0
Nightstand,Cairns,0.0
Cranberry juice,Sheffield,0.0
Samsung Notebook,Manchester,0.0
Flannel shirt,Manchester,0.0
Popcorn,Melbourne,0.0
Chandeliers,Windsor,0.0
Espresso,Duisburg,0.0
Bed skirt,Cologne,0.0
Toothbrush holder,Munich,0.0
Milk chocolate,Windsor,0.0
Modern literature,Seattle,0.0
Fruit snacks,Omaha,0.0
Bomber jacket,New Orleans,0.0
Cola,St. John's,0.0
In-ear headphones,Portland,0.0
Chocolate-covered fruits,Oakland,0.0
V-neck tee,San Antonio,0.0
Toys,Edinburgh,0.0
Comforter,Leicester,0.0
Puffer jacket,Sheffield,0.0
Nokia,Las Vegas,0.0
Americano,Leicester,0.0
Sweatshirt,Mackay,0.0
Techno-thriller,Winnipeg,0.0
Art supplies,Memphis,0.0
On-ear headphones,Bristol,0.0
Science,Sheffield,0.0
Acer Iconia Tab,Nuremberg,0.0
Wall art,Bochum,0.0
Denim shorts,Edinburgh,0.0
Iced tea,Darwin,0.0
Business,San Francisco,0.0
Essays,Halifax,0.0
Curtains,Bendigo,0.0
Nightstand,Arlington,0.0
Dining table,Canberra,0.0
Track lighting,Vancouver,0.0
Screwdriver set,Perth,0.0
Sports headphones,Liverpool,0.0
Chandeliers,Regina,0.0
Floor lamps,Bremen,0.0
Coffee table,Halifax,0.0
Toaster,Brisbane,0.0
Smart TV,Toronto,0.0
Lenovo Tab,Bristol,0.0
Mineral water,Dresden,0.0
Lemon-lime soda,Berlin,0.0
Cappuccino,Mackay,0.0
Google Pixel Slate,Cardiff,0.0
Samsung Notebook,Cleveland,0.0
Cropped jeans,Düsseldorf,0.0
Cranberry juice,Hamburg,0.0
Pendant lights,Stuttgart,0.0
Food processor,Mesa,0.0
Over-ear headphones,Glasgow,0.0
Long-sleeve tee,Adelaide,0.0
Cropped jeans,Leipzig,0.0
Plasma TV,Duisburg,0.0
Athletic shorts,Albuquerque,0.0
Drama,Montreal,0.0
Lenovo ThinkPad,Windsor,0.0
Building blocks,Darwin,0.0
Denim jacket,Oshawa,0.0
Boyfriend jeans,Detroit,0.0
Sparkling water,Hanover,0.0
Anthologies,Canberra,0.0
Action,Bendigo,0.0
Henley tee,Launceston,0.0
Travel,Montreal,0.0
Contemporary literature,Leipzig,0.0
Boyfriend jeans,Canberra,0.0
OnePlus,Detroit,0.0
Biography,Toowoomba,0.0
T-shirt,Washington,0.0
Huawei MediaPad,Wollongong,0.0
Espresso,Hobart,0.0
Denim shorts,Hull,0.0
Wall art,Townsville,0.0
Drama,Winnipeg,0.0
Crackers,Nuremberg,0.0
Running shoes,Oklahoma City,0.0
Blouse,Darwin,0.0
Puffer jacket,Nottingham,0.0
Electric kettle,Mesa,0.0
Rugs,Regina,0.0
Acer Iconia Tab,Wichita,0.0
Biography,Calgary,0.0
Puffer jacket,Calgary,0.0
Running shoes,Milwaukee,0.0
Psychology,Milwaukee,0.0
Sofa,Indianapolis,0.0
Chocolate cookies,Munich,0.0
Stove,Bremen,0.0
Studio headphones,Jacksonville,0.0
Dust ruffle,Leeds,0.0
Straight-leg jeans,Halifax,0.0
Detective,St. John's,0.0
Alkaline water,Louisville,0.0
Denim jacket,Sheffield,0.0
Coffee maker,Victoria,0.0
Sofa,Wollongong,0.0
Amazon Fire Tablet,Gold Coast,0.0
Blanket,Toronto,0.0
Drill,Münster,0.0
Samsung Notebook,Cairns,0.0
Food processor,Phoenix,0.0
Chocolate-covered fruits,Nuremberg,0.0
Android TV,Berlin,0.0
Flavored water,Oakland,0.0
Fantasy,Glasgow,0.0
Shift dress,Leicester,0.0
Level,San Antonio,0.0
Bottled water,Omaha,0.0
Long-sleeve tee,St. John's,0.0
Utility knife,Wichita,0.0
Spring water,Berlin,0.0
Nokia,Barrie,0.0
Political thriller,Atlanta,0.0
Dresser,Las Vegas,0.0
Pendant lights,Hanover,0.0
Crop top,Sydney,0.0
Drama,Cairns,0.0
Cream soda,Glasgow,0.0
Hammer,Münster,0.0
Track lighting,El Paso,0.0
Dresser,Leipzig,0.0
4K TV,Atlanta,0.0
Pretzels,Manchester,0.0
Wrench,London,0.0
Plasma TV,Darwin,0.0
Android TV,New Orleans,0.0
Mattress topper,Dallas,0.0
LG Gram,Berlin,0.0
Google Pixel Slate,Oakland,0.0
T-shirt,Bielefeld,0.0
Ground coffee,,0.0
Crime,Essen,0.0
Blanket,Stuttgart,0.0
Plush toys,Ballarat,0.0
Alkaline water,Brisbane,0.0
Rugs,Newcastle,0.0
Microsoft Surface Laptop,Dortmund,0.0
Truffles,Stuttgart,0.0
Huawei MediaPad,Albury-Wodonga,0.0
Comforter,Las Vegas,0.0
Flip flops,Birmingham,0.0
Huawei P,Minneapolis,0.0
Comforter,Geelong,0.0
Mocha,Plymouth,0.0
Pillowcase set,Barrie,0.0
OnePlus,Berlin,0.0
Instant coffee,New Orleans,0.0
Cheese snacks,Wuppertal,0.0
Dust ruffle,Bristol,0.0
Henley shirt,San Antonio,0.0
LG Gram,Bonn,0.0
Xiaomi Mi,Sheffield,0.0
Sundress,Kitchener,0.0
Bed,Perth,0.0
Studio headphones,Austin,0.0
Puffer jacket,Columbus,0.0
Wall sconces,Hamilton,0.0
Leather jacket,El Paso,0.0
Studio headphones,Hobart,0.0
Chocolate bars,Stuttgart,0.0
Nightstand,Duisburg,0.0
On-ear headphones,Quebec City,0.0
Graphic tee,Windsor,0.0
Swim trunks,Liverpool,0.0
Varsity jacket,Edmonton,0.0
Level,El Paso,0.0
Chocolate mousse,Belfast,0.0
Rugs,Jacksonville,0.0
Flannel shirt,Münster,0.0
Science,Montreal,0.0
Picture frames,Essen,0.0
Milk chocolate,London,0.0
Chocolate-covered nuts,Melbourne,0.0
Huawei P,Omaha,0.0
Dresser,Mesa,0.0
Straight-leg jeans,Münster,0.0
Windbreaker,Albuquerque,0.0
Espadrilles,Calgary,0.0
Screwdriver set,Seattle,0.0
QLED TV,Raleigh,0.0
Rugs,Bochum,0.0
HP Spectre,Essen,0.0
HDR TV,Winnipeg,0.0
Loafers,Newcastle upon Tyne,0.0
Espresso,Chicago,0.0
TV stand,San Antonio,0.0
Clothing,Canberra,0.0
Sheath dress,Toowoomba,0.0
Caulking gun,San Diego,0.0
Lenovo Tab,Victoria,0.0
Screwdriver set,Münster,0.0
Level,Bristol,0.0
Political thriller,Wuppertal,0.0
Bodycon dress,Sheffield,0.0
Dust ruffle,Oxford,0.0
OnePlus,Mesa,0.0
Button-down shirt,Virginia Beach,0.0
Bathtub,Houston,0.0
Pendant lights,Canberra,0.0
Stove,Kelowna,0.0
Sundress,Gold Coast,0.0
Mineral water,Boston,0.0
Health,Nottingham,0.0
Xiaomi Mi,Phoenix,0.0
Wall sconces,Vancouver,0.0
Lenovo Tab,Manchester,0.0
Anthologies,Barrie,0.0
Distilled water,Milwaukee,0.0
Clocks,Berlin,0.0
Art supplies,Chicago,0.0
Wrench,Hanover,0.0
Grapefruit juice,Austin,0.0
Raglan tee,Regina,0.0
Clothing,Leicester,0.0
Google Pixel Slate,Chicago,0.0
Bootcut jeans,San Jose,0.0
Psychological thriller,Bremen,0.0
Dishwasher,Münster,0.0
Toilet paper holder,Oklahoma City,0.0
Political thriller,Bristol,0.0
Sandals,Oxford,0.0
Cappuccino,El Paso,0.0
Poetry,Denver,0.0
Wall sconces,,0.0
Sundress,Adelaide,0.0
Desk lamps,Manchester,0.0
Comforter,Hanover,0.0
Cooking,Sacramento,0.0
Art supplies,Houston,0.0
Maxi dress,Bochum,0.0
Nightstand,Leicester,0.0
Throw pillow,Quebec City,0.0
In-ear headphones,Jacksonville,0.0
Desk,Cardiff,0.0
Stove,Sacramento,0.0
Fantasy,Adelaide,0.0
QLED TV,New Orleans,0.0
Dell XPS,Louisville,0.0
Historical fiction,Washington,0.0
Microsoft Surface,Essen,0.0
Motorola Moto,Townsville,0.0
Chocolate-covered fruits,Dallas,0.0
A-line dress,Hobart,0.0
Cranberry juice,Manchester,0.0
Sink,Nuremberg,0.0
QLED TV,Long Beach,0.0
Apple juice,Austin,0.0
Scoop neck tee,Kansas City,0.0
Leather jacket,Gold Coast,0.0
Romance,Canberra,0.0
iPhone,Atlanta,0.0
High heels,Omaha,0.0
Sparkling water,Hobart,0.0
Self-help,Toowoomba,0.0
Chocolate-covered nuts,Bendigo,0.0
Track lighting,Barrie,0.0
Toilet,Long Beach,0.0
Sweatshirt,Glasgow,0.0
Psychological thriller,Hamilton,0.0
Contemporary literature,Charlotte,0.0
Pendant lights,Adelaide,0.0
Smart TV,Kitchener,0.0
Psychology,Tulsa,0.0
Ceiling lights,Manchester,0.0
Tomato juice,Houston,0.0
