products,Adelaide,Albuquerque,Albury-Wodonga,Arlington,Atlanta,Austin,Ballarat,Baltimore,Barrie,Belfast,Bendigo,Berlin,Bielefeld,Birmingham,Bochum,Bonn,Boston,Bremen,Brighton,Brisbane,Bristol,Cairns,Calgary,Canberra,Cardiff,Charlotte,Chicago,Cleveland,Cologne,Colorado Springs,Columbus,Dallas,Darwin,Denver,Detroit,Dortmund,Dresden,Duisburg,Düsseldorf,Edinburgh,Edmonton,El Paso,Essen,Fort Worth,Frankfurt,Fresno,Geelong,Glasgow,Gold Coast,Halifax,Hamburg,Hamilton,Hanover,Hobart,Houston,Hull,Indianapolis,Jacksonville,Kansas City,Kelowna,Kitchener,Las Vegas,Launceston,Leeds,Leicester,Leipzig,Liverpool,London,Long Beach,Los Angeles,Louisville,Mackay,Manchester,Melbourne,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Montreal,Munich,Münster,Nashville,New Orleans,New York,Newcastle,Newcastle upon Tyne,Nottingham,Nuremberg,Oakland,Oklahoma City,Omaha,Oshawa,Ottawa,Oxford,Perth,Philadelphia,Phoenix,Plymouth,Portland,Portsmouth,Quebec City,Raleigh,Regina,Sacramento,San Antonio,San Diego,San Francisco,San Jose,Saskatoon,Seattle,Sheffield,Southampton,St. John's,Stuttgart,Sydney,Toowoomba,Toronto,Townsville,Tucson,Tulsa,Vancouver,Victoria,Virginia Beach,Washington,Wichita,Windsor,Winnipeg,Wollongong,Wuppertal
Split AC,180.9873637275,216.86968581,295.66467836000004,152.62916831666666,325.9104342,213.8784204975,327.94633557111115,250.01824652199997,261.1719892757143,239.82462102099998,321.84515044444447,374.74050855285714,259.0757800842857,152.173092395,196.86692324999999,218.98638313285713,220.30036025,282.80523961625,264.94923727375,296.9029676414286,186.9755162372727,224.095708638,224.49698689000002,232.82231613200003,218.19525849090908,206.352849175,239.1854431275,187.1328603,197.09175764666668,428.44059813333325,206.36462205,124.08358731999999,211.0321733218182,217.8297314,401.4689109,231.2005373275,356.36770194625,144.07970126166668,213.54796009285715,270.04773038375,199.72557793307695,288.45248954,228.28557271071426,295.9685815,150.97165400166668,128.4933477,325.97819656400003,225.030418311,218.33556872600002,226.57408127624998,353.5302463125,329.4167488714285,250.1391158111111,269.022645125,126.28453195666667,255.688994284,264.56456714999996,252.14870835714288,426.2870161,281.58809926624997,231.39506772857143,237.6617583125,269.39154158375,125.047117258,271.4816006544445,180.0527396175,303.97008575454544,307.12496475,212.84579958125,341.9104208,103.6155424625,124.68495963714285,286.6452257125,261.8818212828572,181.165570965,263.37418537599996,262.9131538,243.152852732,355.3796351,309.17490550857144,269.31093731333334,292.0562201833334,277.7184185866667,271.70137273,144.67959351000002,262.88916648444444,205.785061528,192.35884427181819,289.141553049,400.25599829999993,268.47457598166665,345.7183598,271.0557746054546,195.7996598372727,278.9965695673333,354.4941227442857,299.3702466,250.000979,216.70593799999997,266.02742859999995,213.11311116428573,266.63286928142855,342.8719645333333,312.0518894925,216.0466289,356.40220148,162.741030908,254.5310383,247.05752895799998,313.80439667142855,223.9477411,309.4794389,299.611241408,248.592549914,280.0571174533333,256.27606000538464,252.38378354125,272.208719635,269.85674615066665,197.4334977,178.212722005,293.10306984,287.4974740411111,293.02169136666663,283.4163656,,255.92809755333332,205.07254540818184,197.17247833375,217.39510612333333
Sports equipment,325.802173675,246.2823353,217.6861273585714,265.1845353,349.10782945,,227.0638431,313.0438502,234.27043044666667,314.83882506857145,369.19173927500003,301.36117024285716,313.4940085,197.8912290175,249.64242086000002,324.9909738,194.71539127266666,341.777483275,89.80097092999999,252.209438338,279.54851487999997,306.44155702,175.0766754425,200.5681332575,82.20411183,81.78732794,263.26649958434786,221.67695105,221.5732651666667,101.18210665,309.51365993,41.30829434,355.76675105000004,411.6114731,91.25833978,242.94520768799998,293.99179893999997,316.4566759742857,355.69150307999996,286.93634786666667,279.193700278,427.9633596333333,196.29245318,194.33794031454545,281.65779001238093,212.46335553000003,299.0477941925,338.7094165,289.25745779111116,211.1927359,316.5672183333333,277.371552216,268.302350775,207.0515556042857,59.64063449,263.30868235,217.92451545,,146.7204375825,253.59706617625,323.4942164,,232.97096932333332,212.41407468499997,294.67085066125,234.0142978457143,332.9425287,340.54298873333335,265.79093023666667,222.07367920000002,146.4359812975,311.50977865,324.61304543250003,355.24763118,144.5511611775,14.11366095,104.8589299275,,243.14291645,240.781894328,221.31824515000002,492.6156981,236.13880845285715,164.476945426,240.54558357363638,271.440435825,92.8976801,263.0806967925,260.46917149166666,141.4680994,197.3139864,324.16208385000004,308.266033625,169.38526596666665,300.36805274,377.02362825,361.6124338,369.1555693,349.96659013333334,491.3320809,263.76699252773585,228.22825994285714,51.60106499,271.68755520444444,,308.2465645775,,271.13958469904765,346.3954915,251.97872031400001,354.4216259,276.73814093333334,195.6676706,264.37826767,317.21423472,99.33964816000001,199.27470550857146,235.21236883,154.831460566,234.3117713,150.4488248,314.33639495166665,270.47380233333337,106.73610234,164.48164895333335,334.85600865,478.2687781,279.355834232,130.3424078,198.44916636666667
Sports headphones,364.41477856666666,,318.26876477428567,,18.91135307,310.59231339999997,312.09504308428575,99.89189347,132.607458542,219.008749085,140.5573878725,95.7956627525,158.553051245,453.77438855,298.9093170016667,416.8027694,251.67575189130434,159.244159005,189.040360695,259.6855599275,288.62685877333337,434.3721827333334,215.600518835,263.864347472,210.22494625000002,,273.5817943025926,285.61252,312.93507287666665,326.76809149999997,84.72116096,254.8008497,183.877913232,280.0227507,294.76446143333334,301.0267982166667,289.42826019,303.079024725,434.2639294666667,,409.94117289999997,402.7313933,158.2809028,284.69243671333334,250.34571506875,,358.4203713,292.84631018,196.9872723033333,247.75029626333333,222.7848556525,334.40933540000003,240.81241218499997,255.7244638666667,68.12341462,263.892153036,146.5634695,357.5135832,,316.5812220857143,245.09622084714286,253.43583874,233.0559647,309.76664276,239.8969246,,327.5533113328571,187.40883090142856,407.4744423,161.75875845000002,22.03001154,192.88641115714285,302.57104346666665,263.951112875,460.4929517,324.40109545,289.2473724,262.94293695,,204.9473253542857,231.83735546666665,250.8465352,269.69715718,369.7736118,172.60871599411766,238.048710825,251.63549494,230.8925050775,277.240652915,114.9959448,415.89789165,260.700209275,240.94907940625,161.89908023333334,231.1138294375,161.5429201,349.529565825,220.4658033,270.67504551999997,,262.55510891800003,147.0516592611111,317.8838062,469.3037199,,313.12138185,316.11473705,242.4654836545,336.7873305,,157.07056161,,180.33630692,289.5684343333333,227.71876310000002,275.13930983,299.3264027425,340.0401225166667,231.14544213,68.6271359,226.18429127333332,270.742111525,208.378951186,459.3268972,247.68716506,251.1540944,279.2691378,219.88598354857143,247.07013213,273.917466466
Spring water,252.4723303653846,264.5799821283333,302.2714042861538,202.75291344000001,285.50428910333335,437.0078027,258.074500695,116.2223165225,316.021769055625,246.72389143333336,244.777453131875,223.90582375538463,254.9108658125,207.438096,269.27189075,266.19471952,255.09131927125,287.6947153914286,210.69951111416665,244.50332263133336,250.86423133416667,199.00805328416666,277.1530757888889,291.12480535625,238.90238903111108,293.6811810357143,252.73808800726695,286.828331985,252.78886176583333,222.30579330999998,256.06656343333333,227.01426877749998,205.2422966133333,293.2421046111111,199.10194877666666,165.02269727777778,290.61633357,155.09190315769231,278.45144705,260.164703109,268.6850962461539,187.624488764,306.2585953166667,259.75289647666665,240.87664818132077,348.33906426666664,325.30173823125,359.00371662857145,190.39561077636364,322.85290128555556,253.56842883899998,222.33402404666666,246.95382899705885,259.4223167009091,262.1866236542857,281.3947490135714,258.9744052142857,333.9286958528572,286.48338765999995,215.093791184,296.6990892635714,182.024142548,236.1410528872727,299.842752178,253.70596949199998,284.31452008,254.39114087416667,236.64418616148146,284.3574885214286,152.31057088333333,194.6903484533333,315.6959769840909,303.7760927663636,242.49992494230767,339.49149526,424.6118166,254.87769736666667,208.32708374714284,306.2507053142857,205.649538656,239.281722375,292.03001412000003,370.887546825,171.509983558,260.53672489518516,258.68195064,275.84832207600004,338.52208229285714,205.79973635416664,236.91296705,238.808000075,213.7111359825,292.6513503533333,269.2079174046154,240.2863098853333,306.8383941669231,192.11375524,275.20663180125,252.96194863210525,187.73521544999997,264.4027562824,319.5668073452941,138.44142751750002,295.601923541,342.24361071875,284.6894900977778,226.9277931875,240.07943154017858,262.1650310333333,251.68374367416666,314.98693208857145,251.0877770476923,220.66770278916667,285.1935179405556,273.2726725529412,222.77192741235294,204.5191683208333,298.1722936392857,283.1190161157143,181.82736740000004,181.892013505,236.20013778416669,234.832952875625,299.46787839399997,306.32765779199997,245.9644793718182,251.45079786666668,362.08518245,266.6566836714286,244.24620743199998
Stainless steel refrigerator,182.13540517571428,124.50713510333333,285.8998825157143,95.96626523666664,375.6799121666666,294.42279505,290.74060464,342.1438710766667,275.1885090833334,238.86529686666665,260.26836063125,206.32881593333332,333.19852681777775,309.81529379363633,256.6509192177778,343.396995975,194.01688744,356.24513293999996,339.36697430000004,182.574466718,192.54918469777778,378.48107345,303.81055555,304.22750843428577,238.55395593333333,185.8210329,227.00336833499998,190.8316481,350.5348885333333,293.9146334,318.17862385,345.1661042,327.9164653683333,299.10362534285713,123.895826095,159.73112638749998,414.2545573,232.9003726375,379.96386515,209.385874785,198.13662653666668,248.41923896666665,268.301774365,,358.8409538,,202.300096802,274.68803683833335,281.81079931666665,334.718887175,257.588413029,298.956232505,148.786491255,182.3761582742857,209.479661605,293.27833658599997,201.96575185,133.02801945,331.8480611,101.035628725,235.92767556500002,145.97343644333333,304.20728288888887,250.87274295625,344.67105014,325.04280026000004,254.91803234,187.57065715200002,271.80472753333333,475.0435141,214.13307466999998,304.44576522,274.21794425,257.9213759957143,321.17237905,263.0022454,83.89297741666667,176.40680035,182.42422475249998,368.40446642,247.517679445,196.54526782375,191.6528458,433.9423495,379.99323609999993,237.78710484285713,215.95492364625,218.920714821,265.7077780514286,227.924553914,,311.6980827,256.7043134314286,328.61877730000003,305.77314991545455,144.781813795,309.3797270885714,347.78057624999997,300.5683063181818,219.05937686666667,265.77374205,227.106329425,327.64835616,289.9329364,108.70268785333333,189.64775395,371.668224,247.78890881984375,436.25407036666667,196.69805339250001,191.27395215,318.96374315375,205.56464396142857,258.30109782125,258.16540920875,315.029371835,196.18039216125,118.68133685000001,210.99156437000002,292.70390115,61.05280695,236.6191539988889,250.734329,134.077291165,418.8048375,305.10443003333336,153.67493348,289.9077862509091,392.05811301428565,289.5303212625
Stove,251.56217916166668,187.33497934000002,192.56004908124999,239.53221274999999,180.71044825333334,48.53595172,400.0564879,,309.38768088,281.28610056499997,162.37402375,169.40079418571426,146.123510134,267.60660536,336.51334463399996,88.01844651,280.9717658434483,281.63348292,246.70548698624998,199.85428475,357.74629615000003,276.5797861333333,331.25760245,165.189018044,354.0911855333333,184.89564140000002,221.11535167185187,,201.2076003809091,219.7817603,314.9846798,432.5006778,222.19744806999998,,220.3458326,296.3000603333333,348.98420482222224,210.080506225,246.891087145,271.6177862,279.06346560000003,172.2255898,276.92311606666664,212.4914787842857,225.8841842945,131.02009180333334,163.1259129,277.438088275,240.064352515,277.41574396000004,209.62467520250001,301.9760715666667,251.234023305,139.74442085333334,214.75470309000002,108.86975364,315.4552525666666,463.88267665,337.81091896666663,300.01566233,261.6945268,300.81262355,298.49685815000004,207.28134942,279.5220308625,140.09746667000002,179.26336097142857,228.5651564725,370.9573147,276.0454464,264.71140295,308.88777402,100.47542933,285.48466586,416.02401076666666,263.0574239,144.6701901,205.950218,55.3322359,132.52213314,267.96666226499997,89.50825299,,410.9893071,320.39957426800004,358.055659925,298.4595900333333,128.84686799666667,304.683322218,35.81079379,407.48477702499997,390.27528659999996,302.74034654285714,208.96752477500002,292.54335785,197.68079355999998,233.17766561500002,294.763229575,295.0367703,106.3572223,229.587993407561,175.07580914000002,323.5164861,272.44158097,411.56893924999997,250.4171346,190.835621605,246.3046414208,256.47110389249997,194.89733535000002,105.9847969,187.26742599,226.369542112,123.34087813999999,60.13213105,319.05233820666666,305.6704269,345.0272387,297.88607825,240.31109500000002,244.8362964,240.20252438799997,203.83163957,137.36238263,385.3545211,,252.16676469125,187.41435316875,330.683983932,354.872944
Straight-leg jeans,258.27748292222225,303.643284165,204.0898139,165.781708325,206.749087,328.8887891,313.99390442333333,173.3300997,240.940721375,223.23608322125,296.1952019666667,398.7832764,79.02466316,170.15434255,266.129477475,128.18395101333334,242.67437298666667,233.41038401666665,170.8290628,283.5385254,219.457773025,219.29516225,275.32029709999995,220.542907124,376.63647553333334,142.7485138,255.63276017684208,295.42246585,272.8455314475,46.4717343,355.4889017333333,499.7284218,283.672528704,423.3547114,302.40015927499996,222.8261137,284.88503356,293.25188574800006,181.9696786825,298.8068831333333,332.12046291499996,266.47177204999997,304.3288209,186.27594116363636,246.4561189135714,389.8392792,152.5381787,283.30553610444446,207.8510026157143,176.456794545,315.84171445000004,270.916092274,226.54935028,202.81224906666668,352.3334018333333,228.878935818,,452.90549045,69.07256906,288.387300392,240.67923643375,372.5210708,187.079223026,260.3999667666667,209.45704615333332,178.93754046666666,325.6965816,227.984131520625,146.719462485,240.09129726666666,206.74216395000002,252.751167464,252.23842207333334,307.2804105033333,194.03772800000002,201.2933483,246.6582522,249.26536866666666,292.01547165249997,197.58957916666668,281.68980251166664,346.9318505666667,355.9143858,446.3896142333333,221.47687705799999,190.5938605,317.53324072,203.09449779800002,241.1717846225,58.13403215,46.16905436,401.2853081,238.77890266666668,266.85018032,323.592265,236.24894387999998,40.482181,309.263844055,338.1034088,,245.27123746522727,334.0046351,279.5335987,383.500679774,388.4697739,,,265.95415280931036,493.1730811,305.5000765785714,334.5819797,188.20638373125,257.23834812,165.329193375,387.0875876,336.45523913333335,202.10146365,118.50234591,261.47218678,316.62037712,284.94000946666665,272.851517785,231.401947265,,141.75993613666665,224.6218265,333.49159568333334,163.589879764,323.61679638,476.93495095000003
Studio headphones,273.738644355,356.2360595,179.83097475,21.23384689,66.06361871,497.2097325,265.4503059666667,,169.971467366,145.17418911000001,259.5777949,178.33133877375002,339.2659835,198.81499524333333,288.62275575222225,335.195945526,301.48994381,266.48122545,262.1104901,305.264474354,197.1707127666667,268.053711975,120.71207309666666,248.33963991125,337.47565778333336,414.61942,222.84372884181815,261.657526695,272.269783294,466.5433622,319.067138838,403.07144555,191.89391832874998,108.640795025,,267.3905636,326.31693720000004,323.6208809525,325.542366,324.7104000971429,228.76855976285714,222.63572667,328.15817115000004,242.04943767857142,290.9270948242308,364.0382580333333,217.69169961666668,327.502383125,261.9890530333334,167.36313414428574,369.5737717142857,210.34119999,291.64378286399995,413.31788236666665,356.51412435,259.90941433,186.68605150000002,295.787759,181.39225070666666,296.2840285925,310.7343073266667,121.73436455000001,357.1436961,231.3835285,295.86277646,266.027211548,145.25380805,203.1273395511111,350.4246266,355.29362905,80.13705531,194.47827296714286,237.47084414666665,137.28389414666665,191.0293951,,423.5216130666667,170.61693459999998,,336.830748025,223.16672617333333,298.4432359666667,307.90234024999995,97.8485305,301.2087939825,108.53710053000002,255.03822535,311.558499425,275.38593770000006,,131.27585019333333,288.19860623333335,206.5093369366667,398.93433100000004,271.987604725,194.42378124625,182.2136979,145.22845395,175.37705722500002,291.31621908,244.33551263982145,248.67794335600001,224.82463165000001,125.8727174,262.9222304,218.48335863333332,45.02916694,230.1893852437143,350.2482113,324.6613381166667,167.8723438,221.628709125,346.9965695,315.05289922625,354.8494008,250.990152106,416.50445219999995,264.86997161125,207.20292922625,248.53590427,233.48299089749997,299.76513470000003,346.0945950942857,195.2119095,321.303273775,394.4532429,103.193085705,235.5638165,257.94666105,257.59995535
Sundress,234.3011393555556,407.7920542,210.44143086666668,427.86500185,195.6710494,287.6136081925,348.05303205,,,316.814372218,,202.4712690625,162.866244214,277.07198509125,315.947632194,286.61740885,192.61453601000002,277.3432857357143,263.21733992500003,328.5629607,273.90870879333335,260.3482144,177.28599625,273.720141295,215.19707834142858,490.9002068,219.267466249375,176.593327,207.99018269375,35.20037782,57.31490191,320.3153466,244.2099546533333,183.83384423333328,371.29984775,297.2052715,196.37377675399998,173.84720661333336,184.876509665,306.70064341666665,261.73727642166665,,128.51536808666665,280.9275533835714,254.81775766758622,264.77458973,300.239622375,333.8648501266667,215.39908032,258.74085422714285,341.550596025,307.340842175,251.1520485911111,332.5411215666667,266.267782425,231.7800472975,306.6515498,225.5364608,311.1000025,282.58038673333334,278.9550652214286,164.18206196333333,340.24619636,241.47395729750002,287.768031532,183.6283414922222,283.2099298,293.3099089744444,322.652113,408.6768286,27.90337273,236.27868228333332,249.09389385000003,261.50238244999997,87.32766705333334,104.0744331,139.59538666666666,173.075433715,83.97205688,252.31673968666666,272.688430754,199.96159321333334,134.43974181,126.2684737,160.92727659545454,388.179702,213.12405998,208.93823980333335,395.7315308666667,42.18071719333333,414.4353237,443.9263961,225.2861429,244.9985432533333,,281.0956340471429,254.6450934333333,382.9260341,297.74468038,271.656633275,254.15059609699998,188.08432126999998,355.7598664,182.61972096857144,,146.4787768,,240.8025126035294,,372.17021898333337,225.89163129,198.49670790250002,347.3831689833333,372.12926129999994,334.32244602857145,188.255190266,355.7127815525,143.52100337250002,161.2285094,,213.291161485,284.62876209166666,110.97324405,147.122199655,316.7410349,495.141688,227.48650517666667,129.9995064925,371.57471225999996,299.8073176114286
Suspense,245.551927325,380.30396418,227.444791085,141.25585483999998,97.54373793,347.143911075,272.94933291800004,274.01700135,256.21197763333333,323.1904422325,365.9431432375,246.58474529999998,227.39896293500001,372.33084405,225.069593725,272.57656910000003,176.99137855785713,340.53276944,176.99946162285713,198.1534609,233.25336996166666,260.37933154999996,374.76094270000004,387.7886047,323.71187326,179.87871604666665,264.8626338312121,,306.30030700000003,124.3223062,451.6558831,490.3799535,207.82520849166667,182.17470199000002,172.534527685,181.9419975925,157.50497941,312.76435626666665,267.054679025,235.810758125,99.34431023500001,,307.18784683333337,320.76547665,293.4269075744,364.8479567,41.44479069,180.043552046,382.1834287,236.800451275,301.57863775,349.66039183333334,199.116334425,323.44039135,383.14654989999997,284.0157887266667,456.5978231,,,357.11608025,193.39481186666663,261.5937307,260.03103166,173.30281383599998,352.702856225,109.2454376675,291.17842566666667,227.43265399818182,114.1258669,166.71387294,354.0512493,203.018215394,193.79077074000003,317.02199056,492.5170304,458.1780037,142.9027893,466.5629054,273.7126188,288.785586795,338.0631645,306.36133931666666,,203.59780655666668,191.81915121875,292.50343638333334,221.44312715333334,413.4443229,173.31252124600002,360.3425098,337.62779379999995,339.48517815,292.59603340750004,139.63385927833335,214.53429061166665,292.978645906,270.4893212225,400.3340289,250.71850119,66.94790441,252.35745342161292,292.03964535,378.64746219999995,377.4564284,210.9623211,,322.2749589,260.74146559499997,,137.02505808,120.96196487000002,343.92679965,194.06159551285714,239.4381773225,329.59001692285716,297.124788384,273.3449571,203.4810521,146.20971463666666,311.4026106,368.55985965,378.40391205000003,166.330115248,,173.4712492,95.59988467333334,288.63022235,177.57043073333332,218.63948768714286,277.9785069285714
Sweatshirt,191.84347823333334,207.958065655,240.97189199666667,27.45111383,250.87331875,404.43818285,261.5369699875,75.147945585,251.4526356,350.5708399142857,223.95203936666667,249.94166074,123.252133635,283.6747294,228.91664231285716,298.95718818571424,252.7529201056,168.88207751888888,183.1123711316667,244.19021297499998,246.7374055966667,245.124186624,338.072249468,255.95512365999997,279.73276967833334,300.8716821,245.08573329037037,425.3090274,219.55178054200002,,,271.0147639675,167.36289173166668,196.66215023,306.3991774,333.39755522,330.41837957666667,347.35115540000004,248.95311033500002,284.5897643166667,196.72397354999998,36.20514805,324.7322576714286,204.5591109946154,285.9348913125,334.20937415000003,161.96710003,210.47253,170.85015398285714,169.9135884,273.55239252499996,322.92254278,266.89549433909093,267.0346114275,,284.44380583625,38.81099484,188.4752184,282.97823246666667,251.65219448,288.527056975,249.11648596749998,181.88329477428573,261.93165509,253.965811692,264.0352807142857,282.7779314,247.47264149499998,265.4504473,154.45291692333333,,189.18629410333335,363.0844981,256.574829975,293.85207325,,181.39541086333335,350.6155273,369.4571858,192.43703968714289,303.27252909,302.7817189114286,283.9209854,198.79681094000003,280.09512336222224,290.96184093333335,200.1288833,328.897702,251.75041119400004,144.154549792,344.1217018,,191.6552373975,38.76576915,238.83586555399998,160.614905462,,430.4267201,121.64714460833333,,226.37764402152175,169.569815735,,197.61539514999998,341.0649003,331.73667443333335,227.2833613,241.30399866318183,325.8620583375,324.32009182,263.09708155,232.67488402,153.817427135,158.07464155,110.07578161333333,244.76601046500002,203.91184006,460.8753107,316.413692475,214.03881537499998,213.86818842,249.652605905,276.97065835166666,149.70161919999998,361.2963483,,277.1245343,141.547479312,267.832021545,259.31745873333335
Swim trunks,319.64679575555556,,124.5399566,,330.48679626750004,173.462749165,267.336866875,,246.72000088,267.1260272925,302.3775091433333,249.38888566285712,263.12919279,274.8099537025,220.26989949999998,307.23235618857143,265.0600334222222,256.807567612,140.51785875,304.258819656,331.247843825,195.7891179975,282.41657330000004,319.995956405,234.55101853333335,204.94662907999998,240.48221639000002,,325.1487991,311.1349439,307.751483324,334.9581011,263.0151107625,437.67639299999996,390.1307057,160.08910862000002,234.18411545,259.7697622333333,359.7970719875,236.0403778542857,261.27819217,267.716042588,303.2826891066667,232.406343017,254.11827128421052,391.2446946666667,278.226469546,197.11505723333335,256.90890816,342.440455025,396.55255320000003,356.7397679,230.75173494199998,185.03551904333332,410.9789834,352.39088568333335,,253.70175676666668,344.277714,397.94618033333336,136.316589605,288.4571671,422.49283435999996,352.5292687666667,263.367445475,327.908280762,295.5779715,246.66015259099999,285.9451626,246.85273826,,391.61414805,140.10231059333333,220.88025120000003,177.86388667,216.53650855,402.59526405,351.0648532,134.8524384,141.03908290666666,253.58625874199998,56.649918305,,441.2764939,193.13705973375,218.47391112,375.49843996,191.8037816,271.814317928,279.4927982,391.3802763,308.5972395,303.8958754057143,281.33437490666665,179.4067286,295.1310557575,138.6860949,280.81069606666665,174.56204550666666,352.1936568,220.64814990163265,277.22224565,85.79633783,312.6534708766667,273.0441364,320.64991763333336,,236.84271834870967,,362.42969934999996,214.27482393333332,284.618249425,151.61045029,161.33965261166665,225.60481751,324.39699479999996,206.17953705,319.59348657444446,234.18874777599999,298.5074712,,354.7080745,231.563898302,283.3859721,254.19698886,,238.954429465,110.62075826333334,350.8921863,248.862028545
T-shirt,268.22921543666666,325.792315075,385.11408665,197.17012729,468.1612623,303.1062263,191.712780012,466.1316628,76.65233858,251.487553875,346.7927010625,233.89914783749998,326.49078207142855,319.2212370666667,310.792281,153.5610853,313.37916353608693,335.81622483333337,285.45679714,261.047153116,244.118639605,254.593502895,255.96097917999998,215.7536601,398.57808965,,232.7536754872222,229.1949716,252.6490793475,,276.4223862,305.5867706,197.8410971766667,,,271.781045788,,312.9233525833333,127.65116733999999,194.7440173,255.40745338,,143.59051952000002,277.111855257,283.95877397839996,444.8748638,255.908592925,285.712812312,306.88040078666666,257.175069325,339.8732312875,287.24889088833334,204.90964634666668,312.99695936,395.21296705,279.41505941,353.02023545,,97.25711760666667,321.70500465599997,282.789358537,86.62114839,132.56334024,314.0826965,,273.55911879142855,214.576334572,335.4824763011111,166.5789444,183.42322667666667,278.9839596,221.57823710000002,302.5553905,338.11411100142857,177.455610064,176.55779348,228.08392005,416.12780795000003,176.4259564,232.5750787975,201.05853531833336,198.2411520725,289.3699788,,222.37136542357143,300.0590542,444.61542525000004,193.2059612625,239.74646147666667,196.7280563,287.7985692925,89.39677602,151.91504926666667,274.68891742333335,211.71354386555558,162.7816816,352.2773557,170.07706511,270.25006153333334,235.08534606,273.59791844750004,49.85640349,33.22228532,212.96429116285714,311.27977215,305.36342325,,267.8177519219231,122.08326873,171.45107475666669,203.371697015,312.8928954,282.5109955166667,228.05275914999999,357.2872397,107.01331933333334,149.5002828925,168.18067944,210.56660841000001,340.5235067333333,317.3815032,217.142734212,246.503151535,171.54879424333333,44.59696119,271.3776191,212.15649536,236.02886,141.42530549,294.34643740333337
TV stand,234.7088937626667,355.4621864,225.276942496,316.41794906,281.05514905999996,301.437852875,259.786076365,209.48982819749997,381.51877367500003,171.87075672636362,232.56440006846154,218.223008875,246.34413552,275.41488467,315.7593991111111,273.30045142,250.49012580527778,248.12303688,203.39536069000002,323.84478417214285,228.74612717714285,264.6783733,254.28676333230771,138.27994408555554,240.1516265825,216.98547401000002,277.7822356777551,245.49011765999998,304.02139685727275,191.91202429,,280.3742798,230.7771006975,246.44204618999999,297.02302356999996,189.96400363916666,170.81316305666667,161.65581258499998,182.46249254714286,305.86173836384614,292.97383086,190.21907404750002,246.08838591,279.1299656085,251.50384286509436,242.18420650399997,191.6465454275,283.45924552,171.13997969,139.75037285399998,228.17128094285712,283.88466126500003,176.83228495888886,243.04025166647057,244.882652,230.7204567,267.4627239,153.69679423,217.94542017,227.7551865833333,319.374347116875,208.65899937,279.0183767011111,289.975655444,366.4400342555556,184.697973325,163.70868400285715,255.15014338884615,313.39309191666666,170.03961155500002,415.8206538,214.74427571249998,179.12909050363635,224.72125748363635,335.67318458,167.19196113,227.73064774200003,,212.6849605,272.2186861528572,289.9477233333334,324.01873410857144,297.3582586,79.22667524,234.69836448521738,219.52750669142856,239.98714046333336,287.98544098571426,296.507550712,271.5858372466667,260.28389487749996,188.78146948749998,249.4757848835714,251.43429098909093,301.6915773077778,333.63372846,114.17436065333334,399.44019860000003,255.45273714200002,230.1309318575,237.87576345309523,206.212989434,297.5477206233333,196.10404547727273,277.44210855,241.85227724666666,415.0618802000001,253.49284887813954,341.12243942,243.8724850988889,24.948065599999996,218.28711990857144,224.80323589727274,280.8049925442857,213.693080905,275.00821864,269.252127882,195.92346990125,224.09622491833332,295.09747262714285,135.0625239025,294.59746448125,212.00523437571428,297.7783421233333,217.94263320666664,293.05566061999997,217.80326357285713,269.75227237666667,246.2488800875,266.53491323555556
Table lamps,220.614704045,296.97461545,192.26329008428573,489.2094097,,186.7160939,259.8607084428571,365.5947054,228.04779808499998,281.03048731625,355.83379313333336,26.894883065000002,286.06372201333335,254.98190786142854,171.8308754983333,211.89809772499999,283.64620972652176,249.90539417333332,280.4735229442857,270.9813820977778,185.016297484,73.713695125,255.4716285,287.27577698,222.43257227200002,311.56741273333336,221.20930748499998,287.38493955,,115.9149716,356.08921255,347.3697381,187.20697209666665,310.5540622,162.7398438,209.26148025800003,184.85754637,280.1138578,305.62768485000004,317.89833892800004,261.42406018571427,,214.53077637500002,216.869860712,340.51644927391305,223.6940511,198.73903117166665,275.6927305777778,217.77455488666666,216.64746288666666,60.4684362875,313.1217601357143,86.53301821999999,355.2454173,279.8508661,210.04954381428573,220.10494155,238.01478963333332,240.82577376666669,369.13266395,453.8533163,388.380696,421.93294505,199.40812771333333,274.25876568875003,242.99423649750003,352.836286394,279.074438001,54.57357432,,93.76632083,230.15155934375,262.83236012,317.19417035000004,408.7070466,471.6519173,394.46548595,168.91609524333333,268.7764823333334,323.83143362,269.94084205999997,237.583697468,499.5753933,354.0269556,253.23476346571428,309.8298245666667,257.60965905,239.0865499,253.9755067,52.97130476,305.5273378,185.0594896,192.5374964,205.71079995000002,192.6627431075,325.30670148,16.71325354,142.1501961,197.43662765,245.5964107,246.45373472340907,226.96651239000002,95.37769873,298.99137992,247.00049990000002,,201.9080057,254.92434940827587,,348.769987725,184.7250627,366.1057145166667,215.18791584500002,310.434352022,270.52606801375,209.01540959,279.580771035,339.8414482,475.8365151,237.8760118,172.824221525,184.35223632333336,208.76273655,83.9804587,229.76423841,455.7694861,221.6479366475,230.18302892,190.10439882111112,203.15108209800002
